호선명,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
9호선,당산,18,0,7481,1265,14682,5603,42983,13539,51139,37448,29425,21605,20861,13803,20814,14971,22281,16256,22266,17744,20875,17947,20731,20684,22612,24205,30300,36449,42823,57546,22734,44173,17987,28636,16865,25143,14469,24906,6104,17842,22,739,8,14,0,0,0,0
9호선,국회의사당,3,0,738,1380,1469,8267,3243,37957,5298,128726,4898,58422,6212,18618,9063,13926,10118,12178,11767,13573,14983,10522,16877,9152,21241,7896,54403,8878,98469,9820,34472,6467,20326,3717,18907,3095,12904,2418,3812,1592,4,18,1,1,0,0,0,0
9호선,여의도,7,0,2279,1587,3451,17930,7558,103827,9360,132907,9892,51295,10317,20374,15287,19276,15348,17798,18349,19321,19476,17076,24394,15182,34222,15563,96474,17325,119988,21366,50261,15056,33885,8294,31113,7122,20054,6544,5658,3863,16,220,0,2,0,0,0,0
9호선,샛강,10,0,915,748,1846,3764,3758,12882,5242,29392,3909,12328,3715,6118,4266,5720,4566,5011,5358,5459,5867,5653,6782,4982,8721,5658,15180,7275,25121,10086,9727,6495,6720,3853,6475,2705,4885,2657,2200,1756,4,55,1,0,0,0,0,0
9호선,노량진,349,2,14556,1680,20353,14158,52016,42541,79105,63734,43978,32999,27771,22804,27350,22449,31091,28626,35397,32352,30494,27917,29883,32752,33622,36806,43203,54368,56717,80688,30120,56322,28271,36175,32228,33411,42108,30617,10585,21341,23,986,7,18,0,1,0,0
9호선,노들,9,1,3320,249,4346,1369,14592,2118,18276,3586,9972,2959,7149,3140,5870,3066,5733,3798,6296,4421,5542,4409,5194,6217,5571,6592,6263,8834,6003,14266,3543,11057,2446,6440,2141,6239,1635,5479,689,3793,4,49,1,4,0,0,0,0
9호선,흑석(중앙대입구),6,0,2840,965,4926,4708,14284,9744,19222,13514,12289,11512,9962,9104,10118,7662,10973,9535,11023,10528,10918,9065,11445,11188,12831,12334,17953,15765,14932,23709,8695,16828,6872,10964,6647,9130,6621,8977,2586,6037,5,40,5,3,0,0,0,0
9호선,동작(현충원),12,0,968,192,1512,1533,4347,1474,5659,2565,3355,1862,2240,1617,2180,1574,2557,1622,2510,1743,2392,1798,2406,1840,2989,1880,3036,2517,3750,4096,1878,3067,1580,1759,1263,1753,989,1599,382,1085,7,1481,0,7,0,3,0,0
9호선,구반포,1,0,446,242,1502,1597,4004,3114,5035,6307,3445,4997,2881,3394,2958,3571,3567,4240,4098,4425,4231,4183,4432,4392,5111,4226,6039,5195,8010,7434,4303,5004,3410,2791,2856,2337,2209,2507,502,1736,1,76,0,1,0,0,0,0
9호선,신반포,0,0,383,435,1629,3436,4636,5879,5948,7803,3902,5021,3152,3455,2895,2707,3180,2763,3728,3828,3739,3530,4738,4211,6897,3924,7843,4703,7739,6983,4260,4950,2911,2669,2687,2423,1834,2281,626,1556,1,37,0,1,0,0,0,0
9호선,고속터미널,22,0,1833,994,4220,11413,13038,16808,17916,24408,13531,24794,11302,24100,13275,25090,15923,26536,17855,27964,19787,27899,22244,29891,26140,29515,29604,33286,30013,40340,26651,26479,23408,16353,17638,13232,14478,11186,4933,6475,11,87,5,1,0,0,0,0
9호선,사평,12,0,771,184,2148,2584,7461,4268,8237,6057,5044,2916,3541,2453,3354,2781,3812,3099,3950,3388,3651,3604,4195,3605,6449,4568,6234,5804,6166,8458,3886,6640,2243,3548,1597,3310,1288,2857,443,1955,0,6,1,3,0,0,0,0
9호선,신논현,21,0,4334,1604,11214,14371,26899,39789,38570,82419,25564,88587,20810,49174,24466,36118,29680,37042,33456,42971,35877,38386,41787,38968,50055,42949,71966,54968,100226,86494,72104,57587,52658,27513,55679,22356,53790,18076,21439,10930,34,946,17,9,0,1,0,0
공항철도 1호선,서울역,66,0,2097,542,1689,7169,7337,12146,11099,18196,6834,14581,7011,11630,7792,10775,10722,10416,10994,9654,8993,9142,13263,10118,14790,10184,19062,11503,22327,13493,17049,10960,11891,6504,11894,5642,9180,4346,4339,2024,22,1240,0,0,0,0,0,0
공항철도 1호선,공덕,16,0,927,164,1671,1054,4811,3031,4408,8804,2668,4899,1832,2717,1872,2553,2249,2781,2263,2736,2097,2783,2352,3121,2643,3666,4342,5030,7322,8911,3782,6203,2596,3253,2584,2830,1938,2892,1142,1900,48,830,0,0,0,0,0,0
공항철도 1호선,홍대입구,101,5,2468,311,3395,2714,7388,5756,9823,18051,6824,16971,5290,11737,6402,13552,7892,16504,9099,18937,10370,16778,12601,17420,16161,17996,21558,20570,27422,28218,21103,19174,19515,8949,22516,7316,24102,6360,10411,4588,803,1329,1,4,0,0,0,0
공항철도 1호선,디지털미디어시티,67,6,2669,609,5246,4670,15707,22865,17374,77449,10273,34868,6862,12131,7312,9075,8419,9806,9305,10412,9291,8608,11229,8450,14159,9332,34652,12338,78831,20843,31414,14428,17885,8232,14935,6974,11860,5873,4726,3699,258,1428,0,2,0,0,0,0
공항철도 1호선,마곡나루(서울식물원),6,1,1244,773,2934,7010,9038,16732,10514,44838,5283,21183,3484,6381,4102,4280,4785,4763,4974,5113,4923,4940,7336,4814,12663,5229,33429,7627,35524,12150,14525,7729,8986,5038,7109,4484,4840,4375,1726,3032,314,2498,0,7,0,0,0,0
공항철도 1호선,김포공항,11,1,1665,1562,2682,9462,6070,17640,10569,19502,14919,11196,16940,10273,19862,10483,16205,11135,18578,12298,22456,10735,23874,9588,16289,11136,24254,12984,28635,12233,22179,7597,21674,3512,24329,1907,17349,1589,2052,927,137,633,1,1,0,0,0,0
공항철도 1호선,계양,9,0,6915,584,17682,2889,47677,3621,40788,5684,20871,4809,13723,3809,12604,4417,12306,5178,10871,6372,9007,7736,8920,9426,9625,12070,10562,18349,8852,33829,5207,35325,3600,19799,3000,17964,2107,16460,957,10339,157,2442,0,2,0,0,0,0
공항철도 1호선,검암,428,17,6782,334,13093,2641,34284,7628,25167,13403,12985,4975,8783,4180,8546,4257,8640,4784,7720,5887,7029,6185,6802,6997,8214,9001,10154,12871,13895,24240,4890,26384,3766,14013,3187,12711,2459,12824,1100,8435,128,3874,0,12,0,0,0,0
공항철도 1호선,청라국제도시,26,0,3065,100,13947,3053,27693,6859,17168,15213,8980,5207,6560,2685,6931,3145,7105,4244,6246,4531,5040,4484,5971,5477,7546,7480,11770,8947,18205,18385,5237,20865,3900,11585,3125,9902,2609,9961,794,6192,109,2455,0,0,0,0,0,0
공항철도 1호선,운서,18,0,5514,322,8293,5084,16252,7784,16459,12156,7993,8242,8341,5037,8691,5436,9138,5507,8016,6549,8375,6706,8750,7992,10761,9242,14152,11106,11325,19768,6069,14659,5553,11148,5501,9623,3949,10197,1733,6886,201,3159,0,0,0,0,0,0
공항철도 1호선,공항화물청사,4,0,414,467,1049,6522,1702,13178,2314,17432,1659,3690,549,2087,789,3140,1008,3041,1366,1437,2110,1020,2749,824,4887,1354,8416,1221,14739,949,4010,1117,2282,1751,2478,870,2451,236,710,138,2,59,0,0,0,0,0,0
공항철도 1호선,인천공항1터미널,0,0,634,2388,1626,5247,3168,11708,5342,17977,4579,5300,1863,5737,2748,7387,2862,7868,4425,5379,5264,5051,8537,4660,7392,4373,12098,6584,16784,2751,6452,1862,4769,2639,4934,1724,2704,988,496,640,6,372,0,0,0,0,0,0
공항철도 1호선,인천공항2터미널,0,0,612,1330,1007,3702,1772,6707,3258,7811,2771,2782,742,2101,912,3936,1127,3669,1711,1773,2167,1777,4720,1679,4182,2118,6282,3465,8568,1077,3672,709,2311,642,2448,793,1225,379,268,171,0,237,0,0,0,0,0,0
공항철도 1호선,영종,6,0,1965,181,5431,1514,10434,2077,7425,3535,5513,2302,4895,2235,4497,3089,4821,3421,4292,3414,3991,4483,4167,4255,4597,4506,4736,7004,4210,7211,2525,9463,1937,6023,1818,5158,1215,4611,646,3975,97,1745,0,0,0,0,0,0
9호선2~3단계,언주,3,1,1170,870,2487,5995,5227,15186,7427,48662,6421,35664,6383,16411,7655,9430,8955,9160,9562,10912,10916,9831,12296,9236,15330,9107,27761,10572,45217,11970,22586,9043,12370,5502,11182,4895,8347,3621,2567,2902,8,218,1,0,0,0,0,0
9호선2~3단계,선정릉,1,0,899,852,3301,5317,7430,14564,8483,49114,6287,39800,5395,16468,6194,10765,7295,9689,8456,10792,9585,10013,11022,8709,13557,9395,22722,10679,44739,12895,25812,10037,13721,6066,11809,6072,9770,5552,2935,2686,5,78,0,0,0,0,0,0
9호선2~3단계,삼성중앙,6,0,675,345,2103,3920,4560,12697,5399,36112,4621,25042,4241,9361,4452,5573,5490,5716,6208,6397,6691,5301,7440,6136,10024,5632,17996,7727,34737,10251,14885,7097,8548,4208,7459,3305,5459,2759,1866,2196,2,22,1,2,0,0,0,0
9호선2~3단계,봉은사,2,0,1288,1156,4281,9516,7983,29057,8912,81053,7165,57695,7098,23113,10296,20095,12937,18668,15291,19113,17250,18500,21214,15168,26221,15867,47085,17219,75207,18523,39202,12264,25526,6847,23190,5813,16106,4692,4022,2467,10,8,0,1,0,0,0,0
9호선2~3단계,종합운동장,2,1,1061,241,2853,1653,8081,4045,9300,8293,5648,5891,4195,3785,4123,3519,4832,4011,4881,4742,4679,4434,4837,4897,6403,5563,8297,8070,10186,12921,6098,9311,4791,5621,5344,4812,4908,4326,1961,2756,10,56,1,0,0,0,0,0
9호선2~3단계,삼전,5,0,3294,451,5888,2376,16068,3432,24608,8442,16135,6214,8475,4735,7222,4593,7893,5233,7818,5685,7158,6786,7111,6980,7902,8900,9322,13331,10960,20662,6463,18037,4659,10877,3900,9750,3668,9113,1200,7819,3,242,0,4,0,2,0,0
9호선2~3단계,석촌고분,12,0,2059,275,4148,1912,12498,3643,20590,9256,13107,7007,7487,4121,6557,4044,6686,4968,7177,5315,6339,5653,6420,6722,7397,7580,8256,10707,10366,18008,5995,14801,4132,9575,3702,8053,3304,7015,1080,4836,3,43,2,1,0,0,0,0
9호선2~3단계,석촌,1,0,2545,149,7101,1703,19333,3708,25415,8434,16163,8763,9499,6124,9188,6350,9524,6907,9891,8354,9196,7653,9436,8679,10962,10364,12580,14091,14267,23132,8898,20162,7726,10800,7688,10817,6781,10101,2180,4784,10,31,1,3,0,1,0,0
9호선2~3단계,송파나루,0,0,1602,231,2872,1457,10033,3273,12976,7777,8059,5776,4665,3820,4562,4493,4893,5007,5289,6472,5210,5327,5233,6129,5585,7380,7018,9703,9635,15753,5492,13089,5230,5747,5514,5339,4658,4589,1263,3453,3,22,2,7,0,0,0,0
9호선2~3단계,한성백제,0,0,659,162,2071,981,5465,1481,6957,5311,4060,3293,2734,2299,2609,2738,2909,2865,3257,2750,3379,3615,3912,3345,4834,3495,5804,3779,6654,6013,2895,5509,2243,3001,1887,2460,1351,2177,404,1532,1,9,4,3,0,0,0,0
9호선2~3단계,올림픽공원(한국체대),0,0,1293,274,5835,4333,12823,4674,14943,11203,10303,7194,6121,6133,5990,6913,6764,8347,7113,9153,7219,10997,9047,10577,12278,10022,16735,11436,16644,15745,7314,13997,4946,8854,5161,7884,3991,8501,902,4395,2,22,1,0,0,0,0,0
9호선2~3단계,둔촌오륜,0,0,147,158,777,1310,2846,3359,3060,2610,1682,792,1062,721,1176,1377,1049,900,1767,914,1451,787,2229,976,3306,1040,2452,1455,2036,2135,927,1970,570,1213,448,985,297,1219,75,751,0,8,0,1,0,1,0,0
9호선2~3단계,중앙보훈병원,2,0,2284,443,9964,4488,29688,9098,31107,16620,19358,11598,14188,11589,14262,7666,13099,9461,9940,12063,13438,10102,14458,9810,14119,8634,16759,12613,11994,21435,5395,19843,3534,11186,2831,10523,2087,10651,624,5289,0,770,0,2,0,3,0,0
우이신설선,북한산우이,21,1,1159,604,2182,2984,7386,3127,7903,5834,4134,11014,3586,11326,3715,8133,5351,5869,6435,5104,7988,4366,9366,3988,10526,3874,8766,3759,5799,4904,3208,4598,1950,2663,1218,2271,746,1777,268,1179,4,167,2,0,0,0,0,0
우이신설선,솔밭공원,4,3,1435,375,3118,980,8377,1529,8299,2620,5447,2329,4104,2309,3831,2445,3870,2877,3514,3334,3520,3640,3329,3709,3420,4111,3036,4776,2560,6460,1522,6255,947,3924,762,3220,510,2591,218,1858,5,101,0,7,1,0,0,0
우이신설선,4.19민주묘지,5,1,1173,160,2843,944,6637,1589,7228,5136,5516,4395,4135,4045,4853,3966,4678,4366,4996,4608,5121,4282,5882,4544,6235,4593,5884,5195,4747,6690,2720,6621,1971,3717,1451,3220,1003,2684,368,2082,0,8,2,0,0,0,0,0
우이신설선,가오리,2,1,2103,318,5028,1366,14057,2155,15495,4793,9226,3218,6906,3466,6339,3786,5822,4096,6118,4503,5386,5512,4797,6679,4738,7462,4947,8064,4191,11854,2892,11681,1758,6645,1384,5436,950,4679,398,2788,4,15,0,2,0,0,0,0
우이신설선,화계,1,1,1843,532,3610,1404,10634,1887,12625,3983,7937,2984,5531,3226,5167,3301,5288,3741,5033,4146,4781,4211,4525,4920,4191,5884,4081,6359,3652,9591,2743,8344,1432,4835,1223,3918,926,3479,328,2227,6,5,1,0,0,0,0,0
우이신설선,삼양,6,0,1054,325,2352,718,6106,1289,6560,3270,4647,2398,3691,2447,3235,2352,3143,2524,3321,2885,3043,3251,2762,4085,2665,4314,2523,4284,2424,5965,1615,5210,1145,3093,717,2772,527,2052,177,1209,2,3,1,0,1,1,0,0
우이신설선,삼양사거리,1,0,1159,205,2548,970,6246,1805,7657,3837,5172,2973,4559,2917,3960,3197,4006,3067,4181,3350,3767,3700,3669,4688,3263,5192,3255,5247,3121,6836,2227,5537,1528,3251,1080,2591,867,1987,298,1305,0,1,0,2,0,0,0,0
우이신설선,솔샘,2,0,2288,251,7839,1074,25606,2540,25405,4194,13452,2881,8644,3258,7190,3644,7282,4215,7270,4668,6146,5373,5859,7017,5670,8576,5437,11323,4663,19452,2672,19081,1956,10195,1428,8960,1280,7386,555,4741,2,5,1,6,0,0,0,0
우이신설선,북한산보국문,7,1,1669,588,5732,1953,17459,5075,21276,7894,13041,5555,9199,5168,8806,5061,8751,5457,8771,6141,8473,6455,8181,8040,8126,9305,9275,12163,8995,18505,5137,16230,3498,10012,2967,8279,2454,6923,1147,4526,5,11,4,8,0,0,0,0
우이신설선,정릉,1,0,1838,504,4446,1613,12235,3064,14344,5856,10711,3585,7705,3369,7241,3788,7102,4536,7021,4782,6572,5503,5883,6434,6507,7675,6842,9670,6865,14028,3996,11305,2460,6803,2195,5727,1620,4620,613,2392,1,5,0,4,0,0,0,0
우이신설선,성신여대입구(돈암),1,0,719,348,1088,902,3159,3549,5030,7210,3850,5572,3488,4853,4015,4752,4440,5467,4541,6265,4647,6219,5121,6316,5692,6372,6381,7787,7880,9772,5074,6125,4523,3604,4967,2953,4145,1996,1657,1287,2,12,1,1,0,0,0,0
우이신설선,보문,2,0,433,233,735,1039,1893,2561,3171,4674,2592,2929,2219,1891,2148,1837,2196,1946,2382,2136,2361,2044,2437,2185,2781,2378,3063,2669,3947,3276,1899,2240,1344,1391,1223,1259,979,1154,407,813,4,16,2,2,0,0,0,0
우이신설선,신설동,23,1,931,775,810,1818,1120,4863,1928,12412,1821,7234,1856,3374,2593,2974,2637,2823,2865,3504,3243,2781,4035,2210,4815,2036,6669,2310,10126,2014,4204,1131,2609,820,2407,713,1592,687,617,707,2,233,1,1,0,2,0,0
